Country_ISO3,Year,Technology,Value
MLI,2010,All technologies (total patents),0.96
MLI,2015,All technologies (total patents),1.67
MLI,2016,All technologies (total patents),8.03
MLI,2016,Industry Energy Efficiency or substitution,0.5
MLI,2017,All technologies (total patents),3.37
MLI,2018,All technologies (total patents),6.73
MLI,2019,All technologies (total patents),4.8
MLT,2000,All technologies (total patents),6.75
MLT,2005,All technologies (total patents),12.78
MLT,2005,Storage (not electromobility),1.0
MLT,2010,All technologies (total patents),8.0
MLT,2010,Solar,1.0
MLT,2015,All technologies (total patents),22.08
MLT,2015,Hydro,1.0
MLT,2015,Industry Energy Efficiency or substitution,0.5
MLT,2015,Other Energy Efficiency ,2.0
MLT,2015,Other Renewables,1.0
MLT,2015,Solar,1.0
MLT,2015,Storage (not electromobility),2.0
MLT,2015,Wind,1.0
MLT,2016,All technologies (total patents),22.5
MLT,2016,Storage (not electromobility),11.0
MLT,2017,All technologies (total patents),25.33
MLT,2017,Storage (not electromobility),1.5
MLT,2018,All technologies (total patents),19.42
MLT,2018,Storage (not electromobility),1.0
MLT,2019,All technologies (total patents),39.58
MLT,2019,Building Energy Efficiency,2.0
MLT,2019,Wind,1.0
MMR,2005,All technologies (total patents),2.33
MMR,2010,All technologies (total patents),5.7
MMR,2010,Building Energy Efficiency,0.5
MMR,2010,Solar,1.0
MMR,2015,All technologies (total patents),0.7
MMR,2016,All technologies (total patents),1.17
MMR,2017,All technologies (total patents),4.28
MMR,2018,All technologies (total patents),2.37
MMR,2019,All technologies (total patents),3.58
MNE,1990,All technologies (total patents),0.5
MNE,2000,All technologies (total patents),0.5
MNE,2005,All technologies (total patents),3.25
MNE,2005,Solar,1.0
MNE,2010,All technologies (total patents),3.83
MNE,2015,All technologies (total patents),6.83
MNE,2016,All technologies (total patents),3.58
MNE,2017,All technologies (total patents),5.33
MNE,2018,All technologies (total patents),6.75
MNE,2019,All technologies (total patents),1.0
MNG,1990,All technologies (total patents),1.0
MNG,2000,All technologies (total patents),0.5
MNG,2005,All technologies (total patents),1.5
MNG,2010,All technologies (total patents),1.25
MNG,2015,All technologies (total patents),3.7
MNG,2016,Air - Rail - Marine,0.5
MNG,2016,All technologies (total patents),7.0
MNG,2017,All technologies (total patents),6.62
MNG,2018,All technologies (total patents),5.67
MNG,2019,All technologies (total patents),3.0
MOZ,2016,All technologies (total patents),0.33
MOZ,2017,All technologies (total patents),0.33
MRT,2000,All technologies (total patents),0.5
MRT,2005,All technologies (total patents),0.6
MRT,2010,All technologies (total patents),1.0
MRT,2010,Other Road Transport,0.5
MRT,2015,All technologies (total patents),14.95
MRT,2016,All technologies (total patents),2.98
MRT,2016,Other Energy Efficiency ,0.25
MRT,2017,All technologies (total patents),0.67
MRT,2017,Other Energy Efficiency ,0.67
MUS,1990,All technologies (total patents),0.5
MUS,2000,All technologies (total patents),2.0
MUS,2005,Air - Rail - Marine,0.5
MUS,2005,All technologies (total patents),4.99
MUS,2005,Other Road Transport,0.25
MUS,2010,All technologies (total patents),3.85
MUS,2015,All technologies (total patents),4.33
MUS,2015,Bioenergy,1.0
MUS,2015,Other Renewables,2.0
MUS,2016,All technologies (total patents),4.48
MUS,2016,Building Energy Efficiency,1.0
MUS,2017,All technologies (total patents),4.03
MUS,2017,Industry Energy Efficiency or substitution,0.25
MUS,2018,All technologies (total patents),6.58
MUS,2019,All technologies (total patents),12.2
MWI,1990,All technologies (total patents),0.83
MWI,2015,All technologies (total patents),1.5
MWI,2017,All technologies (total patents),0.5
MWI,2019,All technologies (total patents),0.5
MYS,1990,All technologies (total patents),11.25
MYS,2000,All technologies (total patents),123.72
MYS,2000,Building Energy Efficiency,1.0
MYS,2000,Grid,0.5
MYS,2000,Hybrid - Electric - Electromobility,1.0
MYS,2000,Storage (not electromobility),1.0
MYS,2005,All technologies (total patents),298.33
MYS,2005,Bioenergy,1.0
MYS,2005,Building Energy Efficiency,1.25
MYS,2005,Other Energy Efficiency ,1.0
MYS,2005,Other Road Transport,1.0
MYS,2005,Storage (not electromobility),0.33
MYS,2010,All technologies (total patents),536.54
MYS,2010,Bioenergy,3.5
MYS,2010,Building Energy Efficiency,2.0
MYS,2010,Carbon Capture and Storage,1.33
MYS,2010,Grid,1.0
MYS,2010,Hydrogen and Fuel Cells,1.5
MYS,2010,Industry Energy Efficiency or substitution,1.33
MYS,2010,Other Energy Efficiency ,10.41
MYS,2010,Other Road Transport,0.33
MYS,2010,Renewable Energy Integration in Buildings,2.0
MYS,2010,Solar,7.1
MYS,2010,Storage (not electromobility),3.17
MYS,2015,Agriculture Energy Efficiency,0.33
MYS,2015,Air - Rail - Marine,2.0
MYS,2015,All technologies (total patents),416.68
MYS,2015,Bioenergy,0.5
MYS,2015,Building Energy Efficiency,0.5
MYS,2015,Carbon Capture and Storage,0.33
MYS,2015,Hydrogen and Fuel Cells,3.0
MYS,2015,Industry Energy Efficiency or substitution,0.5
MYS,2015,Other Energy Efficiency ,7.58
MYS,2015,Solar,3.83
MYS,2015,Storage (not electromobility),1.33
MYS,2015,Wind,2.0
MYS,2016,Air - Rail - Marine,0.5
MYS,2016,All technologies (total patents),420.98
MYS,2016,Bioenergy,2.0
MYS,2016,Building Energy Efficiency,0.5
MYS,2016,Carbon Capture and Storage,0.5
MYS,2016,Hybrid - Electric - Electromobility,1.0
MYS,2016,Hydrogen and Fuel Cells,1.0
MYS,2016,Industry Energy Efficiency or substitution,0.5
MYS,2016,Nuclear,1.0
MYS,2016,Other Energy Efficiency ,16.45
MYS,2016,Other Road Transport,0.5
MYS,2016,Solar,1.5
MYS,2016,Storage (not electromobility),2.17
MYS,2017,Air - Rail - Marine,1.0
MYS,2017,All technologies (total patents),402.69
MYS,2017,Bioenergy,1.0
MYS,2017,Building Energy Efficiency,3.33
MYS,2017,Grid,1.0
MYS,2017,Hybrid - Electric - Electromobility,0.5
MYS,2017,Hydrogen and Fuel Cells,5.0
MYS,2017,Other Energy Efficiency ,3.0300000000000002
MYS,2017,Other Road Transport,0.5
MYS,2017,Solar,1.5
MYS,2017,Storage (not electromobility),4.33
MYS,2018,All technologies (total patents),425.95
MYS,2018,Bioenergy,1.0
MYS,2018,Building Energy Efficiency,2.83
MYS,2018,Hydro,2.0
MYS,2018,Hydrogen and Fuel Cells,0.5
MYS,2018,Other Energy Efficiency ,5.5
MYS,2018,Other Renewables,1.0
MYS,2018,Other Road Transport,2.0
MYS,2018,Solar,1.0
MYS,2018,Storage (not electromobility),1.83
MYS,2018,Wind,0.5
MYS,2019,All technologies (total patents),416.63
MYS,2019,Bioenergy,0.66
MYS,2019,Building Energy Efficiency,4.0
MYS,2019,Carbon Capture and Storage,1.0
MYS,2019,Hybrid - Electric - Electromobility,1.0
MYS,2019,Hydrogen and Fuel Cells,1.0
MYS,2019,Other Energy Efficiency ,6.67
MYS,2019,Solar,4.0
MYS,2019,Storage (not electromobility),2.5
MYS,2019,Wind,0.5
NAM,2000,All technologies (total patents),1.67
NAM,2005,All technologies (total patents),1.83
NAM,2010,All technologies (total patents),13.17
NAM,2015,All technologies (total patents),2.75
NAM,2016,All technologies (total patents),6.78
NAM,2016,Storage (not electromobility),1.0
NAM,2017,All technologies (total patents),5.5
NAM,2018,All technologies (total patents),4.03
NCL,2000,All technologies (total patents),1.0
NCL,2005,All technologies (total patents),0.33
NCL,2010,All technologies (total patents),0.92
NCL,2010,Bioenergy,0.33
NCL,2015,All technologies (total patents),1.67
NCL,2015,Storage (not electromobility),0.5
NCL,2016,All technologies (total patents),4.03
NCL,2017,All technologies (total patents),2.17
NCL,2018,All technologies (total patents),2.83
NCL,2019,All technologies (total patents),0.83
NER,1990,All technologies (total patents),1.0
NER,2005,All technologies (total patents),2.75
NER,2010,All technologies (total patents),1.33
NER,2015,All technologies (total patents),2.5
NER,2016,All technologies (total patents),2.28
NER,2016,Bioenergy,0.33
NER,2017,All technologies (total patents),3.87
NER,2017,Bioenergy,0.33
NER,2017,Hybrid - Electric - Electromobility,1.5
NER,2018,All technologies (total patents),4.33
NER,2018,Building Energy Efficiency,0.5
NER,2018,Hydro,0.5
NER,2018,Other Renewables,0.5
NER,2018,Solar,0.5
NER,2019,All technologies (total patents),0.33
NGA,2000,All technologies (total patents),8.25
NGA,2000,Carbon Capture and Storage,0.25
NGA,2005,All technologies (total patents),5.9
NGA,2005,Hydrogen and Fuel Cells,0.5
NGA,2010,All technologies (total patents),15.75
NGA,2010,Other Energy Efficiency ,2.7
NGA,2015,All technologies (total patents),4.53
NGA,2015,Industry Energy Efficiency or substitution,0.33
NGA,2016,Air - Rail - Marine,0.5
NGA,2016,All technologies (total patents),8.2
NGA,2017,All technologies (total patents),6.17
NGA,2018,All technologies (total patents),8.7
NGA,2018,Hydro,0.5
NGA,2019,All technologies (total patents),5.68
NGA,2019,Other Energy Efficiency ,0.33
NIC,2000,All technologies (total patents),1.25
NIC,2005,All technologies (total patents),0.83
NIC,2015,All technologies (total patents),1.5
NIC,2016,All technologies (total patents),1.0
NIC,2017,All technologies (total patents),1.0
NIC,2018,All technologies (total patents),1.0
NIC,2019,All technologies (total patents),1.5
NLD,1990,All technologies (total patents),1860.47
NLD,1990,Bioenergy,3.0
NLD,1990,Building Energy Efficiency,15.33
NLD,1990,Carbon Capture and Storage,1.0
NLD,1990,Hydrogen and Fuel Cells,5.5
NLD,1990,Industry Energy Efficiency or substitution,8.0
NLD,1990,Nuclear,4.5
NLD,1990,Other Energy Efficiency ,7.5
NLD,1990,Other Road Transport,4.5
NLD,1990,Solar,0.5
NLD,1990,Storage (not electromobility),4.0
NLD,1990,Wind,1.0
NLD,2000,Air - Rail - Marine,1.83
NLD,2000,All technologies (total patents),3910.63
NLD,2000,Bioenergy,7.83
NLD,2000,Building Energy Efficiency,43.75
NLD,2000,Carbon Capture and Storage,2.0
NLD,2000,Hybrid - Electric - Electromobility,4.0
NLD,2000,Hydro,1.0
NLD,2000,Hydrogen and Fuel Cells,23.08
NLD,2000,Industry Energy Efficiency or substitution,11.33
NLD,2000,Other Energy Efficiency ,16.0
NLD,2000,Other Renewables,2.5
NLD,2000,Other Road Transport,7.37
NLD,2000,Renewable Energy Integration in Buildings,9.0
NLD,2000,Solar,15.25
NLD,2000,Storage (not electromobility),17.58
NLD,2000,Wind,5.0
NLD,2005,Agriculture Energy Efficiency,2.0
NLD,2005,Air - Rail - Marine,5.5
NLD,2005,All technologies (total patents),4574.25
NLD,2005,Bioenergy,16.03
NLD,2005,Building Energy Efficiency,48.5
NLD,2005,Carbon Capture and Storage,9.33
NLD,2005,Grid,2.0
NLD,2005,Hybrid - Electric - Electromobility,10.17
NLD,2005,Hydrogen and Fuel Cells,8.16
NLD,2005,Industry Energy Efficiency or substitution,17.17
NLD,2005,Nuclear,1.5
NLD,2005,Other Energy Efficiency ,22.25
NLD,2005,Other Renewables,1.0
NLD,2005,Other Road Transport,3.5
NLD,2005,Renewable Energy Integration in Buildings,3.5
NLD,2005,Solar,23.5
NLD,2005,Storage (not electromobility),14.25
NLD,2005,Wind,5.33
NLD,2010,Agriculture Energy Efficiency,2.0
NLD,2010,Air - Rail - Marine,7.0
NLD,2010,All technologies (total patents),3761.21
NLD,2010,Bioenergy,60.04
NLD,2010,Building Energy Efficiency,75.92999999999999
NLD,2010,Carbon Capture and Storage,8.08
NLD,2010,Grid,2.5
NLD,2010,Hybrid - Electric - Electromobility,24.5
NLD,2010,Hydro,3.0
NLD,2010,Hydrogen and Fuel Cells,15.0
NLD,2010,Industry Energy Efficiency or substitution,9.73
NLD,2010,Other Energy Efficiency ,30.759999999999998
NLD,2010,Other Renewables,5.5
NLD,2010,Other Road Transport,6.98
NLD,2010,Renewable Energy Integration in Buildings,14.5
NLD,2010,Solar,74.22
NLD,2010,Storage (not electromobility),9.7
NLD,2010,Wind,32.25
NLD,2015,Agriculture Energy Efficiency,1.33
NLD,2015,Air - Rail - Marine,6.33
NLD,2015,All technologies (total patents),4651.8
NLD,2015,Bioenergy,32.83
NLD,2015,Building Energy Efficiency,122.83
NLD,2015,Carbon Capture and Storage,12.0
NLD,2015,Grid,1.0
NLD,2015,Hybrid - Electric - Electromobility,9.75
NLD,2015,Hydro,5.5
NLD,2015,Hydrogen and Fuel Cells,13.17
NLD,2015,Industry Energy Efficiency or substitution,29.5
NLD,2015,Nuclear,1.5
NLD,2015,Other Energy Efficiency ,26.08
NLD,2015,Other Renewables,7.0
NLD,2015,Other Road Transport,22.67
NLD,2015,Renewable Energy Integration in Buildings,10.0
NLD,2015,Solar,28.73
NLD,2015,Storage (not electromobility),20.75
NLD,2015,Wind,19.5
NLD,2016,Agriculture Energy Efficiency,2.0
NLD,2016,Air - Rail - Marine,7.5
NLD,2016,All technologies (total patents),4397.8
NLD,2016,Bioenergy,54.09
NLD,2016,Building Energy Efficiency,155.95000000000002
NLD,2016,Carbon Capture and Storage,9.83
NLD,2016,Grid,3.0
NLD,2016,Hybrid - Electric - Electromobility,11.83
NLD,2016,Hydro,3.0
NLD,2016,Hydrogen and Fuel Cells,10.75
NLD,2016,Industry Energy Efficiency or substitution,23.61
NLD,2016,Nuclear,1.0
NLD,2016,Other Energy Efficiency ,17.15
NLD,2016,Other Renewables,4.0
NLD,2016,Other Road Transport,13.5
NLD,2016,Renewable Energy Integration in Buildings,8.33
NLD,2016,Solar,31.61
NLD,2016,Storage (not electromobility),18.67
NLD,2016,Wind,22.5
NLD,2017,Agriculture Energy Efficiency,2.0
NLD,2017,Air - Rail - Marine,9.83
NLD,2017,All technologies (total patents),4107.85
NLD,2017,Bioenergy,31.83
NLD,2017,Building Energy Efficiency,109.75
NLD,2017,Carbon Capture and Storage,6.83
NLD,2017,Grid,3.0
NLD,2017,Hybrid - Electric - Electromobility,29.08
NLD,2017,Hydro,3.0
NLD,2017,Hydrogen and Fuel Cells,12.75
NLD,2017,Industry Energy Efficiency or substitution,17.03
NLD,2017,Nuclear,1.5
NLD,2017,Other Energy Efficiency ,21.2
NLD,2017,Other Renewables,2.0
NLD,2017,Other Road Transport,8.92
NLD,2017,Renewable Energy Integration in Buildings,16.5
NLD,2017,Solar,60.17
NLD,2017,Storage (not electromobility),17.83
NLD,2017,Wind,39.25
NLD,2018,Agriculture Energy Efficiency,1.0
NLD,2018,Air - Rail - Marine,3.0
NLD,2018,All technologies (total patents),4213.54
NLD,2018,Bioenergy,24.5
NLD,2018,Building Energy Efficiency,113.75
NLD,2018,Carbon Capture and Storage,9.33
NLD,2018,Grid,3.5
NLD,2018,Hybrid - Electric - Electromobility,21.5
NLD,2018,Hydro,1.0
NLD,2018,Hydrogen and Fuel Cells,21.0
NLD,2018,Industry Energy Efficiency or substitution,22.67
NLD,2018,Nuclear,0.5
NLD,2018,Other Energy Efficiency ,25.74
NLD,2018,Other Renewables,2.0
NLD,2018,Other Road Transport,25.33
NLD,2018,Renewable Energy Integration in Buildings,15.0
NLD,2018,Solar,38.300000000000004
NLD,2018,Storage (not electromobility),17.75
NLD,2018,Wind,30.5
NLD,2019,Agriculture Energy Efficiency,1.0
NLD,2019,Air - Rail - Marine,9.0
NLD,2019,All technologies (total patents),4466.81
NLD,2019,Bioenergy,24.33
NLD,2019,Building Energy Efficiency,83.87
NLD,2019,Carbon Capture and Storage,10.5
NLD,2019,Grid,1.0
NLD,2019,Hybrid - Electric - Electromobility,23.33
NLD,2019,Hydrogen and Fuel Cells,26.659999999999997
NLD,2019,Industry Energy Efficiency or substitution,32.01
NLD,2019,Nuclear,1.0
NLD,2019,Other Energy Efficiency ,11.33
NLD,2019,Other Renewables,1.0
NLD,2019,Other Road Transport,13.5
NLD,2019,Renewable Energy Integration in Buildings,16.0
NLD,2019,Solar,46.23
NLD,2019,Storage (not electromobility),18.83
NLD,2019,Wind,24.67
NOR,1990,All technologies (total patents),283.92
NOR,1990,Bioenergy,2.0
NOR,1990,Building Energy Efficiency,1.0
NOR,1990,Carbon Capture and Storage,0.5
NOR,1990,Hydrogen and Fuel Cells,1.0
NOR,1990,Industry Energy Efficiency or substitution,3.5
NOR,1990,Other Renewables,1.0
NOR,1990,Renewable Energy Integration in Buildings,1.0
NOR,1990,Solar,1.0
NOR,1990,Storage (not electromobility),1.0
NOR,2000,Agriculture Energy Efficiency,1.0
NOR,2000,Air - Rail - Marine,1.0
NOR,2000,All technologies (total patents),737.77
NOR,2000,Bioenergy,1.0
NOR,2000,Building Energy Efficiency,5.0
NOR,2000,Grid,2.0
NOR,2000,Hybrid - Electric - Electromobility,1.0
NOR,2000,Hydro,3.0
NOR,2000,Hydrogen and Fuel Cells,0.5
NOR,2000,Industry Energy Efficiency or substitution,4.5
NOR,2000,Other Energy Efficiency ,3.33
NOR,2000,Other Renewables,1.0
NOR,2000,Other Road Transport,2.0
NOR,2000,Renewable Energy Integration in Buildings,1.5
NOR,2000,Solar,2.0
NOR,2000,Storage (not electromobility),6.0
NOR,2000,Wind,4.5
NOR,2005,Air - Rail - Marine,2.33
NOR,2005,All technologies (total patents),788.8
NOR,2005,Building Energy Efficiency,3.5
NOR,2005,Carbon Capture and Storage,8.67
NOR,2005,Grid,1.33
NOR,2005,Hybrid - Electric - Electromobility,1.0
NOR,2005,Hydro,2.0
NOR,2005,Hydrogen and Fuel Cells,5.0
NOR,2005,Industry Energy Efficiency or substitution,6.37
NOR,2005,Other Energy Efficiency ,6.33
NOR,2005,Other Renewables,5.0
NOR,2005,Other Road Transport,1.0
NOR,2005,Renewable Energy Integration in Buildings,3.0
NOR,2005,Solar,6.67
NOR,2005,Storage (not electromobility),4.67
NOR,2005,Wind,7.0
NOR,2010,Air - Rail - Marine,4.5
NOR,2010,All technologies (total patents),928.97
NOR,2010,Bioenergy,9.17
NOR,2010,Building Energy Efficiency,4.359999999999999
NOR,2010,Carbon Capture and Storage,7.5
NOR,2010,Grid,2.0
NOR,2010,Hybrid - Electric - Electromobility,1.0
NOR,2010,Hydro,3.0
NOR,2010,Hydrogen and Fuel Cells,7.5
NOR,2010,Industry Energy Efficiency or substitution,6.67
NOR,2010,Other Energy Efficiency ,8.33
NOR,2010,Other Renewables,12.0
NOR,2010,Other Road Transport,5.0
NOR,2010,Renewable Energy Integration in Buildings,4.0
NOR,2010,Solar,20.67
NOR,2010,Storage (not electromobility),5.33
NOR,2010,Wind,14.0
NOR,2015,Agriculture Energy Efficiency,0.33
NOR,2015,Air - Rail - Marine,4.0
NOR,2015,All technologies (total patents),854.38
NOR,2015,Bioenergy,2.0
NOR,2015,Building Energy Efficiency,6.0
NOR,2015,Carbon Capture and Storage,3.5
NOR,2015,Grid,2.0
NOR,2015,Hybrid - Electric - Electromobility,7.0
NOR,2015,Hydro,4.5
NOR,2015,Hydrogen and Fuel Cells,2.33
NOR,2015,Industry Energy Efficiency or substitution,5.5
NOR,2015,Other Energy Efficiency ,6.7
NOR,2015,Other Renewables,4.5
NOR,2015,Other Road Transport,4.5
NOR,2015,Solar,3.2
NOR,2015,Storage (not electromobility),4.0
NOR,2015,Wind,7.5
NOR,2016,Agriculture Energy Efficiency,1.0
NOR,2016,Air - Rail - Marine,3.33
NOR,2016,All technologies (total patents),958.73
NOR,2016,Bioenergy,3.0
NOR,2016,Building Energy Efficiency,6.83
NOR,2016,Carbon Capture and Storage,2.0
NOR,2016,Grid,1.33
NOR,2016,Hybrid - Electric - Electromobility,9.5
NOR,2016,Hydro,3.0
NOR,2016,Hydrogen and Fuel Cells,6.0
NOR,2016,Industry Energy Efficiency or substitution,6.5
NOR,2016,Other Energy Efficiency ,2.2
NOR,2016,Other Renewables,8.0
NOR,2016,Other Road Transport,5.0
NOR,2016,Renewable Energy Integration in Buildings,2.0
NOR,2016,Solar,6.529999999999999
NOR,2016,Storage (not electromobility),4.83
NOR,2016,Wind,4.0
NOR,2017,Air - Rail - Marine,8.0
NOR,2017,All technologies (total patents),996.2
NOR,2017,Bioenergy,4.5
NOR,2017,Building Energy Efficiency,2.83
NOR,2017,Carbon Capture and Storage,5.0
NOR,2017,Hybrid - Electric - Electromobility,10.75
NOR,2017,Hydro,3.5
NOR,2017,Hydrogen and Fuel Cells,6.0
NOR,2017,Industry Energy Efficiency or substitution,6.0
NOR,2017,Other Energy Efficiency ,7.33
